full_id,osm_id,highway,name:trivia,name,name:processed,old_name:processed
w1484205327,1484205327,service,Ngõ 4 Phố Nguyễn Đức Cảnh - Tương Mai,Ngõ 4 Phố Nguyễn Đức Cảnh,Nguyễn Đức Cảnh,
w1484205328,1484205328,service,Ngõ 363 Đường Trương Định - Tương Mai,Ngõ 363 Đường Trương Định,Trương Công Định,
w1484208178,1484208178,primary,Phố Kim Đồng - Hoàng Mai,Phố Kim Đồng,Kim Đồng,
w1484208179,1484208179,service,,,,
w1484271212,1484271212,service,Ngõ 369 Phố Vĩnh Hưng - Vĩnh Hưng,Ngõ 369 Phố Vĩnh Hưng,Vĩnh Hưng,
w1484271213,1484271213,service,,,,
w1484271214,1484271214,service,,,,
w1484425438,1484425438,secondary,Đường Trương Định - Hoàng Mai,Đường Trương Định,Trương Công Định,
w1484425439,1484425439,secondary,Đường Trương Định - Hoàng Mai,Đường Trương Định,Trương Công Định,
w1484425440,1484425440,secondary,Đường Trương Định - Hoàng Mai,Đường Trương Định,Trương Công Định,
w1484425441,1484425441,secondary,Đường Trương Định - Hoàng Mai,Đường Trương Định,Trương Công Định,
w1484425442,1484425442,secondary,Đường Trương Định - Hoàng Mai,Đường Trương Định,Trương Công Định,
w1484425445,1484425445,service,Ngõ 1043 Đường Giải Phóng - Hoàng Mai,Ngõ 1043 Đường Giải Phóng,Giải Phóng,
w1484425446,1484425446,service,Ngõ 1043 Đường Giải Phóng - Hoàng Mai,Ngõ 1043 Đường Giải Phóng,Giải Phóng,
w1484425447,1484425447,service,Ngõ 1043 Đường Giải Phóng - Hoàng Mai,Ngõ 1043 Đường Giải Phóng,Giải Phóng,
w1484425448,1484425448,service,Ngõ 1043 Đường Giải Phóng - Hoàng Mai,Ngõ 1043 Đường Giải Phóng,Giải Phóng,
w1484425449,1484425449,service,Ngõ 55 Phố Thịnh Liệt - Hoàng Mai,Ngõ 55 Phố Thịnh Liệt,Thịnh Liệt,
w1484425450,1484425450,service,,,,
w1484425451,1484425451,service,,,,
w1484425452,1484425452,service,,,,
w1484425453,1484425453,residential,Ngách 88/40 Phố Giáp Nhị - Hoàng Mai,Ngách 88/40 Phố Giáp Nhị,Giáp Nhị,
w1484425454,1484425454,residential,,,,
w1484427111,1484427111,secondary,Đường Trương Định - Hoàng Mai,Đường Trương Định,Trương Công Định,
w1484427112,1484427112,service,Ngõ 864 Đường Trương Định - Hoàng Mai,Ngõ 864 Đường Trương Định,Trương Công Định,
w1484444287,1484444287,residential,,,,
w1484463082,1484463082,service,Ngách 304/29 Đường Tựu Liệt - Hoàng Liệt,Ngách 304/29 Đường Tựu Liệt,Tựu Liệt,
w1484463083,1484463083,service,Ngách 304/31 Đường Tựu Liệt - Hoàng Liệt,Ngách 304/31 Đường Tựu Liệt,Tựu Liệt,
w1484463084,1484463084,service,,,,
w1484463085,1484463085,residential,Ngõ 304 Đường Tựu Liệt - Hoàng Liệt,Ngõ 304 Đường Tựu Liệt,Tựu Liệt,
w1484463086,1484463086,service,,,,
w1484463087,1484463087,service,,,,
w1484463088,1484463088,service,Ngách 304/27 Đường Tựu Liệt - Hoàng Liệt,Ngách 304/27 Đường Tựu Liệt,Tựu Liệt,
w1484463090,1484463090,service,,,,
w1484463091,1484463091,service,,,,
w1484463092,1484463092,service,,,,
w1484467779,1484467779,tertiary,Phố Định Công Hạ - Định Công,Phố Định Công Hạ,Định Công Hạ,
w1484467780,1484467780,service,,,,
w1484467781,1484467781,tertiary,Phố Định Công Hạ - Định Công,Phố Định Công Hạ,Định Công Hạ,
w1484467782,1484467782,tertiary,Phố Định Công Hạ - Định Công,Phố Định Công Hạ,Định Công Hạ,
w1484467783,1484467783,tertiary,Phố Định Công Hạ - Định Công,Phố Định Công Hạ,Định Công Hạ,
w1484467869,1484467869,service,,,,
w1484467870,1484467870,service,,,,
w1484468134,1484468134,service,,,,
w1484535180,1484535180,service,,,,
w1484793111,1484793111,service,,,,
w1484793112,1484793112,service,,,,
w1484793113,1484793113,service,,,,
w1484793114,1484793114,service,,,,
w1484793117,1484793117,service,,,,
w1484793118,1484793118,service,,,,
w1484793119,1484793119,service,,,,
w1484793120,1484793120,service,,,,
w1484793121,1484793121,service,,,,
w1484793122,1484793122,service,,,,
w1484793123,1484793123,service,,,,
w1484793124,1484793124,service,,,,
w1484793125,1484793125,service,Ngách 143/68 Phố Nguyễn Chính - Hoàng Mai,Ngách 143/68 Phố Nguyễn Chính,Nguyễn Chính,
w1484793126,1484793126,service,,,,
w1484793127,1484793127,service,,,,
w1484793129,1484793129,service,,,,
w1484793130,1484793130,service,,,,
w1484793131,1484793131,service,,,,
w1484793132,1484793132,service,,,,
w1484793133,1484793133,service,Ngách 143/102 Phố Nguyễn Chính - Hoàng Mai,Ngách 143/102 Phố Nguyễn Chính,Nguyễn Chính,
w1484793134,1484793134,service,,,,
w1484793135,1484793135,residential,,,,
w1484793136,1484793136,service,,,,
w1484793137,1484793137,service,,,,
w1484793138,1484793138,service,,,,
w1484793139,1484793139,service,,,,
w1484793140,1484793140,service,,,,
w1484793141,1484793141,service,,,,
w1484793142,1484793142,service,,,,
w1484793143,1484793143,service,,,,
w1484793144,1484793144,service,,,,
w1484793145,1484793145,service,,,,
w1484793146,1484793146,service,Hẻm 143/74/27 Phố Nguyễn Chính - Hoàng Mai,Hẻm 143/74/27 Phố Nguyễn Chính,Nguyễn Chính,
w1484793147,1484793147,service,Hẻm 143/74/27 Phố Nguyễn Chính - Hoàng Mai,Hẻm 143/74/27 Phố Nguyễn Chính,Nguyễn Chính,
w1484793148,1484793148,service,,,,
w1484846536,1484846536,service,,,,
w1484846537,1484846537,service,,,,
w1484872517,1484872517,trunk_link,,,,
w1484946202,1484946202,service,Ngách 207/84 Đường Xuân Đỉnh - Xuân Đỉnh,Ngách 207/84 Đường Xuân Đỉnh,Xuân Đỉnh,
w1484968304,1484968304,service,Ngách 59/57 Đường Mễ Trì - Từ Liêm,Ngách 59/57 Đường Mễ Trì,Mễ Trì,
w1484968305,1484968305,service,,,,
w1484973455,1484973455,service,Ngách 59/93 Đường Mễ Trì - Từ Liêm,Ngách 59/93 Đường Mễ Trì,Mễ Trì,
w1484973456,1484973456,service,,,,
w1485178441,1485178441,service,,,,
w1485178442,1485178442,service,,,,
w1485180404,1485180404,service,Ngõ 196 Đường Đại Mỗ - Tây Mỗ,Ngõ 196 Đường Đại Mỗ,Đại Mỗ,
w1485180405,1485180405,service,Ngõ 252 Đường Đại Mỗ - Tây Mỗ,Ngõ 252 Đường Đại Mỗ,Đại Mỗ,
w1485267094,1485267094,service,,,,
w1485268274,1485268274,service,Ngách 683/45 Đường Nguyễn Khoái - Lĩnh Nam,Ngách 683/45 Đường Nguyễn Khoái,Nguyễn Khoái,
w1485268275,1485268275,service,Hẻm 683/29/25 Đường Nguyễn Khoái - Lĩnh Nam,Hẻm 683/29/25 Đường Nguyễn Khoái,Nguyễn Khoái,
w1485268277,1485268277,service,,,,
w1485271835,1485271835,residential,,,,
w1485391233,1485391233,service,,,,
w1485391234,1485391234,service,Ngõ 129 Đường Trương Định - Tương Mai,Ngõ 129 Đường Trương Định,Trương Công Định,
w1485395362,1485395362,service,Ngõ 34 Phố Văn Cao - Ngọc Hà,Ngõ 34 Phố Văn Cao,Văn Cao,
w1485395363,1485395363,service,Ngõ 36 Phố Văn Cao - Ngọc Hà,Ngõ 36 Phố Văn Cao,Văn Cao,
w1485395364,1485395364,service,,,,
w1485396539,1485396539,primary_link,,,,
w1485399708,1485399708,service,Hẻm 178/45/9 Phố Tây Sơn - Đống Đa,Hẻm 178/45/9 Phố Tây Sơn,Tây Sơn,
w1485399709,1485399709,service,Hẻm 178/45/9 Phố Tây Sơn - Đống Đa,Hẻm 178/45/9 Phố Tây Sơn,Tây Sơn,
w1485399710,1485399710,service,,,,
w1485402924,1485402924,service,,,,
w1485402925,1485402925,service,,,,
w1485402926,1485402926,service,Ngách 178/11 Phố Tây Sơn - Đống Đa,Ngách 178/11 Phố Tây Sơn,Tây Sơn,
w1485410081,1485410081,residential,,,,
w1485414919,1485414919,service,Ngách 378/47 Đường Lê Duẩn - Văn Miếu - Quốc Tử Giám,Ngách 378/47 Đường Lê Duẩn,Lê Duẩn,
w1485414920,1485414920,service,,,,
w1485431246,1485431246,tertiary,Phố Viên - Đông Ngạc,Phố Viên,Viên,
w1485431247,1485431247,tertiary,Ngõ 132 Đường Phạm Văn Đồng - Đông Ngạc,Ngõ 132 Đường Phạm Văn Đồng,Phạm Văn Đồng,
w1485431248,1485431248,primary,Đường Phạm Văn Đồng - Đông Ngạc,Đường Phạm Văn Đồng,Phạm Văn Đồng,
w1485431249,1485431249,primary,"Đường An Dương Vương - Phú Thượng, Đông Ngạc",Đường An Dương Vương,An Dương Vương,
w1485431250,1485431250,trunk_link,Đường Phạm Văn Đồng - Phú Thượng,Đường Phạm Văn Đồng,Phạm Văn Đồng,
w1485589846,1485589846,service,,,,
w1485589847,1485589847,service,,,,
w1485595262,1485595262,service,,,,
w1485638098,1485638098,service,,,,
w1485638099,1485638099,service,,,,
w1485638101,1485638101,service,,,,
w1485638102,1485638102,service,,,,
w1485638103,1485638103,service,,,,
w1485638104,1485638104,service,,,,
w1485638105,1485638105,service,,,,
w1485638106,1485638106,service,,,,
w1485638107,1485638107,service,Ngõ 139 Phố Tân Mai - Tương Mai,Ngõ 139 Phố Tân Mai,Tân Mai,
w1485638108,1485638108,service,,,,
w1485638109,1485638109,service,,,,
w1485638110,1485638110,service,,,,
w1485638111,1485638111,service,,,,
w1485638112,1485638112,service,,,,
w1485873980,1485873980,service,,,,
w1485875063,1485875063,service,,,,
w1485875064,1485875064,service,Ngách 32/36 Phố An Dương - Hồng Hà,Ngách 32/36 Phố An Dương,An Dương,
w1485875065,1485875065,service,,,,
w1485875066,1485875066,service,,,,
w1485875067,1485875067,service,,,,
w1485875068,1485875068,service,,,,
w1485875069,1485875069,service,,,,
w1485875070,1485875070,service,,,,
w1485875071,1485875071,service,,,,
w1485875072,1485875072,service,,,,
w1486098147,1486098147,construction,,,,
w1486098148,1486098148,construction,,,,
w1486193080,1486193080,service,Phố Nghĩa Dũng - Hồng Hà,Phố Nghĩa Dũng,Nghĩa Dũng,
w1486323903,1486323903,service,Ngách 281/75 Đường Hoàng Mai - Tương Mai,Ngách 281/75 Đường Hoàng Mai,Hoàng Mai,
w1486494005,1486494005,service,,,,
w1486494006,1486494006,service,,,,
w1486494007,1486494007,service,,,,
w1486494008,1486494008,service,,,,
w1486503794,1486503794,service,Hẻm 342/14/3 Đường Hồ Tùng Mậu - Phú Diễn,Hẻm 342/14/3 Đường Hồ Tùng Mậu,Hồ Tùng Mậu,
w1486503795,1486503795,service,Ngách 342/14 Đường Hồ Tùng Mậu - Phú Diễn,Ngách 342/14 Đường Hồ Tùng Mậu,Hồ Tùng Mậu,
w1486503796,1486503796,service,Ngách 342/14 Đường Hồ Tùng Mậu - Phú Diễn,Ngách 342/14 Đường Hồ Tùng Mậu,Hồ Tùng Mậu,
w1486503797,1486503797,service,Ngách 342/14 Đường Hồ Tùng Mậu - Phú Diễn,Ngách 342/14 Đường Hồ Tùng Mậu,Hồ Tùng Mậu,
w1486508549,1486508549,service,,,,
w1486508550,1486508550,residential,,,,
w1486508551,1486508551,residential,,,,
w1486518099,1486518099,service,,,,
w1486518101,1486518101,service,Tập Thể Dược 80 Đường Kim Giang - Định Công,Tập Thể Dược 80 Đường Kim Giang,Kim Giang,
w1486518102,1486518102,residential,Ngõ 54 Đường Lê Quang Đạo - Từ Liêm,Ngõ 54 Đường Lê Quang Đạo,Lê Quang Đạo,
w1486757958,1486757958,service,Ngõ 282 Phố Nguyễn Huy Tưởng - Thanh Xuân,Ngõ 282 Phố Nguyễn Huy Tưởng,Nguyễn Huy Tưởng,
w1486757959,1486757959,service,Ngõ 282 Phố Nguyễn Huy Tưởng - Thanh Xuân,Ngõ 282 Phố Nguyễn Huy Tưởng,Nguyễn Huy Tưởng,
w1486757960,1486757960,service,Ngõ 192 Phố Yên Hoà - Yên Hoà,Ngõ 192 Phố Yên Hoà,Yên Hoà,
w1486757961,1486757961,service,Ngõ 113 Phố Yên Hoà - Yên Hoà,Ngõ 113 Phố Yên Hoà,Yên Hoà,
w1486757962,1486757962,service,,,,
w1486757963,1486757963,service,Ngách 32A/5 Đường Ngô Quyền - Hà Đông,Ngách 32A/5 Đường Ngô Quyền,Ngô Quyền,
w1486757964,1486757964,service,Ngõ 804 Đường Bạch Đằng - Hồng Hà,Ngõ 804 Đường Bạch Đằng,Bạch Đằng,
w1486757965,1486757965,service,Hẻm 79/40/22 Phố Dương Quảng Hàm - Nghĩa Đô,Hẻm 79/40/22 Phố Dương Quảng Hàm,Dương Quảng Hàm,
w1486757966,1486757966,service,Hẻm 79/40/22 Phố Dương Quảng Hàm - Nghĩa Đô,Hẻm 79/40/22 Phố Dương Quảng Hàm,Dương Quảng Hàm,
w1486762694,1486762694,service,Ngõ 95 Đường Bạch Đằng - Hồng Hà,Ngõ 95 Đường Bạch Đằng,Bạch Đằng,
w1486762695,1486762695,service,Ngõ 95 Đường Bạch Đằng - Hồng Hà,Ngõ 95 Đường Bạch Đằng,Bạch Đằng,
w1486762696,1486762696,service,Ngõ 95 Đường Bạch Đằng - Hồng Hà,Ngõ 95 Đường Bạch Đằng,Bạch Đằng,
w1486762697,1486762697,service,Ngõ 95 Đường Bạch Đằng - Hồng Hà,Ngõ 95 Đường Bạch Đằng,Bạch Đằng,
w1486762698,1486762698,service,Ngõ 95 Đường Bạch Đằng - Hồng Hà,Ngõ 95 Đường Bạch Đằng,Bạch Đằng,
w1486762699,1486762699,service,Ngõ 95 Đường Bạch Đằng - Hồng Hà,Ngõ 95 Đường Bạch Đằng,Bạch Đằng,
w1486762700,1486762700,service,Ngõ 95 Đường Bạch Đằng - Hồng Hà,Ngõ 95 Đường Bạch Đằng,Bạch Đằng,
w1486762701,1486762701,service,Ngõ 95 Đường Bạch Đằng - Hồng Hà,Ngõ 95 Đường Bạch Đằng,Bạch Đằng,
w1486762702,1486762702,service,Ngõ 95 Đường Bạch Đằng - Hồng Hà,Ngõ 95 Đường Bạch Đằng,Bạch Đằng,
w1486762703,1486762703,service,Ngõ 95 Đường Bạch Đằng - Hồng Hà,Ngõ 95 Đường Bạch Đằng,Bạch Đằng,
w1486762704,1486762704,service,Ngõ 95 Đường Bạch Đằng - Hồng Hà,Ngõ 95 Đường Bạch Đằng,Bạch Đằng,
w1486791977,1486791977,service,,,,
w1486791978,1486791978,service,,,,
w1486793040,1486793040,residential,Ngõ 14 Phố Thạch Cầu - Long Biên,Ngõ 14 Phố Thạch Cầu,Thạch Cầu,
w1486804573,1486804573,service,,,,
w1486827831,1486827831,service,,,,
w1486827832,1486827832,service,,,,
w1486847326,1486847326,service,Dãy Nhà 6A Ngõ 858 Đường Kim Giang - Thanh Liệt,Dãy Nhà 6A Ngõ 858 Đường Kim Giang,Kim Giang,
w1486847327,1486847327,service,Ngách 858/12 Đường Kim Giang - Thanh Liệt,Ngách 858/12 Đường Kim Giang,Kim Giang,
w1486847328,1486847328,service,Hẻm 858/12/10 Đường Kim Giang - Thanh Liệt,Hẻm 858/12/10 Đường Kim Giang,Kim Giang,
w1486847329,1486847329,service,Hẻm 858/12/10 Đường Kim Giang - Thanh Liệt,Hẻm 858/12/10 Đường Kim Giang,Kim Giang,
w1486847330,1486847330,service,Ngách 858/12 Đường Kim Giang - Thanh Liệt,Ngách 858/12 Đường Kim Giang,Kim Giang,
w1486847331,1486847331,service,Hẻm 816/51/33 Đường Kim Giang - Thanh Liệt,Hẻm 816/51/33 Đường Kim Giang,Kim Giang,
w1486847332,1486847332,service,,,,
w1486847333,1486847333,service,Hẻm 816/51/24 Đường Kim Giang - Thanh Liệt,Hẻm 816/51/24 Đường Kim Giang,Kim Giang,
w1486847334,1486847334,service,Ngách 858/3 Đường Kim Giang - Thanh Liệt,Ngách 858/3 Đường Kim Giang,Kim Giang,
w1486847336,1486847336,service,Ngách 858/17 Đường Kim Giang - Thanh Liệt,Ngách 858/17 Đường Kim Giang,Kim Giang,
w1486847337,1486847337,service,,,,
w1487069159,1487069159,construction,"Cầu Trần Hưng Đạo - Bồ Đề, Long Biên",Cầu Trần Hưng Đạo,Trần Hưng Đạo,
w1487069160,1487069160,construction,"Cầu Trần Hưng Đạo - Bồ Đề, Long Biên",Cầu Trần Hưng Đạo,Trần Hưng Đạo,
w1487103741,1487103741,service,Ngõ 116 Đường Nguyễn Phong Sắc - Nghĩa Đô,Ngõ 116 Đường Nguyễn Phong Sắc,Nguyễn Phong Sắc,
w1487109709,1487109709,service,Ngõ 175 Đường Bạch Đằng - Hồng Hà,Ngõ 175 Đường Bạch Đằng,Bạch Đằng,
w1487162770,1487162770,service,,,,
w1487162771,1487162771,service,,,,
w1487372170,1487372170,service,,,,
w1487372171,1487372171,service,,,,
w1487372172,1487372172,service,,,,
w1487372174,1487372174,service,,,,
w1487511248,1487511248,residential,,,,
w1487555004,1487555004,service,,,,
w1487684158,1487684158,primary_link,,,,
w1487689190,1487689190,service,,,,
w1487689191,1487689191,service,,,,
w1487689192,1487689192,service,,,,
w1487702381,1487702381,service,Hẻm 32/101/9 Phố Đỗ Đức Dục - Từ Liêm,Hẻm 32/101/9 Phố Đỗ Đức Dục,Đỗ Đức Dục,
w1487702382,1487702382,service,Hẻm 32/101/9 Phố Đỗ Đức Dục - Từ Liêm,Hẻm 32/101/9 Phố Đỗ Đức Dục,Đỗ Đức Dục,
w1487859661,1487859661,service,,,,
w1488507534,1488507534,service,,,,
w1488544864,1488544864,service,Ngách 37 Ngõ Khâm Đức - Văn Miếu - Quốc Tử Giám,Ngách 37 Ngõ Khâm Đức,Khâm Đức,
w1488544865,1488544865,service,Hẻm 100/59 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 100/59 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544866,1488544866,service,Hẻm 154/24 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 154/24 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544867,1488544867,service,,,,
w1488544868,1488544868,service,,,,
w1488544869,1488544869,service,Ngõ Hồ Cây Sữa - Văn Miếu - Quốc Tử Giám,Ngõ Hồ Cây Sữa,Hồ Cây Sữa,
w1488544870,1488544870,service,Hẻm 100/27 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 100/27 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544871,1488544871,service,Ngõ 138 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Ngõ 138 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544872,1488544872,service,,,,
w1488544873,1488544873,service,,,,
w1488544874,1488544874,service,Ngõ 178 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Ngõ 178 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544875,1488544875,service,Hẻm 100/27 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 100/27 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544876,1488544876,service,Hẻm 100/27 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 100/27 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544877,1488544877,service,Ngách 4 Ngõ Tô Tiền - Văn Miếu - Quốc Tử Giám,Ngách 4 Ngõ Tô Tiền,Tô Tiền,
w1488544878,1488544878,service,Ngách 21 Ngõ Khâm Đức - Văn Miếu - Quốc Tử Giám,Ngách 21 Ngõ Khâm Đức,Khâm Đức,
w1488544879,1488544879,service,Hẻm 154/39 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 154/39 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544880,1488544880,service,Ngõ Hồ Dài - Văn Miếu - Quốc Tử Giám,Ngõ Hồ Dài,Hồ Dài,
w1488544881,1488544881,service,,,,
w1488544882,1488544882,residential,Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544883,1488544883,service,,,,
w1488544884,1488544884,service,Ngách 32 Ngõ Khâm Đức - Văn Miếu - Quốc Tử Giám,Ngách 32 Ngõ Khâm Đức,Khâm Đức,
w1488544885,1488544885,service,Ngõ 154 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Ngõ 154 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544886,1488544886,service,Hẻm 178/80/16 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 178/80/16 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544887,1488544887,service,Hẻm 138/30 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 138/30 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544888,1488544888,service,Ngõ Hồ Dài - Văn Miếu - Quốc Tử Giám,Ngõ Hồ Dài,Hồ Dài,
w1488544889,1488544889,service,Ngõ 126 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Ngõ 126 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544890,1488544890,service,Ngách 2 Ngõ Tô Tiền - Văn Miếu - Quốc Tử Giám,Ngách 2 Ngõ Tô Tiền,Tô Tiền,
w1488544891,1488544891,service,Hẻm 178/80/36 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 178/80/36 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544892,1488544892,service,,,,
w1488544893,1488544893,service,Ngách 8 Ngõ Tô Tiền - Văn Miếu - Quốc Tử Giám,Ngách 8 Ngõ Tô Tiền,Tô Tiền,
w1488544894,1488544894,service,Ngách 10 Ngõ Tô Tiền - Văn Miếu - Quốc Tử Giám,Ngách 10 Ngõ Tô Tiền,Tô Tiền,
w1488544895,1488544895,service,,,,
w1488544896,1488544896,service,Ngách 55 Ngõ Khâm Đức - Văn Miếu - Quốc Tử Giám,Ngách 55 Ngõ Khâm Đức,Khâm Đức,
w1488544897,1488544897,service,Hẻm 138/45 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 138/45 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544898,1488544898,service,Hẻm 154/26 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 154/26 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544899,1488544899,service,Hẻm 100/25 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 100/25 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544900,1488544900,service,Ngách 23 Ngõ Tô Tiền - Văn Miếu - Quốc Tử Giám,Ngách 23 Ngõ Tô Tiền,Tô Tiền,
w1488544901,1488544901,service,Hẻm 100/59 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 100/59 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544902,1488544902,service,Hẻm 178/80/32 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 178/80/32 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544903,1488544903,service,Hẻm 126/21 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 126/21 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544904,1488544904,service,,,,
w1488544905,1488544905,service,,,,
w1488544906,1488544906,service,Hẻm 154/20 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 154/20 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544907,1488544907,service,,,,
w1488544908,1488544908,service,,,,
w1488544909,1488544909,service,Hẻm 138/5 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 138/5 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544910,1488544910,service,Hẻm 100/27 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 100/27 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544911,1488544911,service,,,,
w1488544912,1488544912,service,,,,
w1488544913,1488544913,service,Ngách 9 Ngõ Tô Tiền - Văn Miếu - Quốc Tử Giám,Ngách 9 Ngõ Tô Tiền,Tô Tiền,
w1488544914,1488544914,service,Hẻm 178/80/4 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 178/80/4 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544915,1488544915,service,Hẻm 178/80/4 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 178/80/4 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544916,1488544916,service,Hẻm 138/31 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 138/31 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544917,1488544917,service,Ngõ Hồ Cây Sữa - Văn Miếu - Quốc Tử Giám,Ngõ Hồ Cây Sữa,Hồ Cây Sữa,
w1488544918,1488544918,service,Ngõ 178 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Ngõ 178 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544919,1488544919,service,Hẻm 100/25 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 100/25 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544920,1488544920,service,Ngách 1 Ngõ Khâm Đức - Văn Miếu - Quốc Tử Giám,Ngách 1 Ngõ Khâm Đức,Khâm Đức,
w1488544921,1488544921,service,,,,
w1488544922,1488544922,service,Ngách 46 Ngõ Khâm Đức - Văn Miếu - Quốc Tử Giám,Ngách 46 Ngõ Khâm Đức,Khâm Đức,
w1488544923,1488544923,service,Hẻm 154/31 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 154/31 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544924,1488544924,service,Hẻm 100/27 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 100/27 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544925,1488544925,service,,,,
w1488544926,1488544926,service,,,,
w1488544927,1488544927,service,Ngõ 138 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Ngõ 138 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544928,1488544928,service,Hẻm 100/59 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 100/59 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544929,1488544929,service,,,,
w1488544930,1488544930,service,,,,
w1488544931,1488544931,service,Hẻm 100/59 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 100/59 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544932,1488544932,service,Hẻm 178/71 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 178/71 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544933,1488544933,service,Hẻm 138/11 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 138/11 Ngõ Chợ Khâm Thiên,Khâm Thiên,
w1488544934,1488544934,service,,,,
w1488544935,1488544935,service,Hẻm 178/73 Ngõ Chợ Khâm Thiên - Văn Miếu - Quốc Tử Giám,Hẻm 178/73 Ngõ Chợ Khâm Thiên,Khâm Thiên,
